Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
National Institute of Technology Goa#Civil Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Gender-Neutral#50197#74260
National Institute of Technology Goa#Civil Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Female-only (including Supernumerary)#79520#80519
National Institute of Technology Goa#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#87610#87610
National Institute of Technology Goa#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#21432#28472
National Institute of Technology Goa#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#33968#34132
National Institute of Technology Goa#Computer Science and Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Gender-Neutral#8367#20701
National Institute of Technology Goa#Computer Science and Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Female-only (including Supernumerary)#32312#32312
National Institute of Technology Goa#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#14581#14581
National Institute of Technology Goa#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#3930#7420
National Institute of Technology Goa#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#9842#11254
National Institute of Technology Goa#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Gender-Neutral#28512#46400
National Institute of Technology Goa#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Female-only (including Supernumerary)#51683#51683
National Institute of Technology Goa#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#46883#46883
National Institute of Technology Goa#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#221211#221211
National Institute of Technology Goa#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#16071#17955
National Institute of Technology Goa#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14149#14149
National Institute of Technology Goa#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Gender-Neutral#23060#35347
National Institute of Technology Goa#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Female-only (including Supernumerary)#39900#39900
National Institute of Technology Goa#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#34058#43148
National Institute of Technology Goa#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#126366#126366
National Institute of Technology Goa#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#12756#14330
National Institute of Technology Goa#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#17187#17187
National Institute of Technology Goa#Mechanical Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Gender-Neutral#22712#48124
National Institute of Technology Goa#Mechanical Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Female-only (including Supernumerary)#61719#63475
National Institute of Technology Goa#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#57245#73349
National Institute of Technology Goa#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#18845#19902
National Institute of Technology Goa#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#33927#34325
National Institute of Technology Hamirpur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#1462#4679
National Institute of Technology Hamirpur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#1175#1311
National Institute of Technology Hamirpur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#564#995
National Institute of Technology Hamirpur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#682#927
National Institute of Technology Hamirpur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#51390#69134
National Institute of Technology Hamirpur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#58872#100286
National Institute of Technology Hamirpur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#20047#27792
National Institute of Technology Hamirpur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35392#36569
National Institute of Technology Hamirpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#35875#59422
National Institute of Technology Hamirpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#63143#102946
National Institute of Technology Hamirpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10607#28188
National Institute of Technology Hamirpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#27070#38593
National Institute of Technology Hamirpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#8588#20019
National Institute of Technology Hamirpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#18435#28732
National Institute of Technology Hamirpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#7273#8258
National Institute of Technology Hamirpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#13008#14861
National Institute of Technology Hamirpur#Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Gender-Neutral#20494#23744
National Institute of Technology Hamirpur#Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Female-only (including Supernumerary)#37858#37858
National Institute of Technology Hamirpur#Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Gender-Neutral#6790#9871
National Institute of Technology Hamirpur#Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Female-only (including Supernumerary)#18074#18074
National Institute of Technology Hamirpur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#24466#52150
National Institute of Technology Hamirpur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#73622#82010
National Institute of Technology Hamirpur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14864#17787
National Institute of Technology Hamirpur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#21115#25378
National Institute of Technology Hamirpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#20674#40715
National Institute of Technology Hamirpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#28758#68396
National Institute of Technology Hamirpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9617#13225
National Institute of Technology Hamirpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#17674#20241
National Institute of Technology Hamirpur#Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Gender-Neutral#30326#43541
National Institute of Technology Hamirpur#Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Female-only (including Supernumerary)#71498#71498
National Institute of Technology Hamirpur#Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Gender-Neutral#11050#15350
National Institute of Technology Hamirpur#Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Female-only (including Supernumerary)#22637#22637
National Institute of Technology Hamirpur#Engineering Physics (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#20634#69985
National Institute of Technology Hamirpur#Engineering Physics (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#77033#112017
National Institute of Technology Hamirpur#Engineering Physics (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#5671#18906
National Institute of Technology Hamirpur#Engineering Physics (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34748#36843
National Institute of Technology Hamirpur#Materials Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#71072#74011
National Institute of Technology Hamirpur#Materials Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#111554#117971
National Institute of Technology Hamirpur#Materials Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#30439#32012
National Institute of Technology Hamirpur#Materials Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34152#34152
National Institute of Technology Hamirpur#Mathematics and Computing (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#27152#39177
National Institute of Technology Hamirpur#Mathematics and Computing (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#39404#57255
National Institute of Technology Hamirpur#Mathematics and Computing (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8808#12122
National Institute of Technology Hamirpur#Mathematics and Computing (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#19153#19855
National Institute of Technology Hamirpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#7398#56541
National Institute of Technology Hamirpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#65399#110307
National Institute of Technology Hamirpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#17165#21199
National Institute of Technology Hamirpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#30617#35966
National Institute of Technology Karnataka, Surathkal#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#11562#14217
National Institute of Technology Karnataka, Surathkal#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#13986#15768
National Institute of Technology Karnataka, Surathkal#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9131#11116
National Institute of Technology Karnataka, Surathkal#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16239#19344
National Institute of Technology Karnataka, Surathkal#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#11093#20903
National Institute of Technology Karnataka, Surathkal#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#15494#21517
National Institute of Technology Karnataka, Surathkal#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#3051#14575
National Institute of Technology Karnataka, Surathkal#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16454#22410
National Institute of Technology Karnataka, Surathkal#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#528#2405
National Institute of Technology Karnataka, Surathkal#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#1342#3884
National Institute of Technology Karnataka, Surathkal#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#578#1002
National Institute of Technology Karnataka, Surathkal#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#2068#2641
National Institute of Technology Karnataka, Surathkal#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#4992#8758
National Institute of Technology Karnataka, Surathkal#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#8391#11738
National Institute of Technology Karnataka, Surathkal#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#4129#5291
National Institute of Technology Karnataka, Surathkal#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#7648#8820
National Institute of Technology Karnataka, Surathkal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#2794#6842
National Institute of Technology Karnataka, Surathkal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#7849#8060
National Institute of Technology Karnataka, Surathkal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#1756#3774
National Institute of Technology Karnataka, Surathkal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#5051#5324
National Institute of Technology Karnataka, Surathkal#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#2966#6069
National Institute of Technology Karnataka, Surathkal#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#5481#7744
National Institute of Technology Karnataka, Surathkal#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#1541#2413
National Institute of Technology Karnataka, Surathkal#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#3214#4556
National Institute of Technology Karnataka, Surathkal#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#4442#11454
National Institute of Technology Karnataka, Surathkal#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#13387#18585
National Institute of Technology Karnataka, Surathkal#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#2684#8205
National Institute of Technology Karnataka, Surathkal#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#13230#16688
National Institute of Technology Karnataka, Surathkal#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#12911#22345
National Institute of Technology Karnataka, Surathkal#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#25530#28738
National Institute of Technology Karnataka, Surathkal#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#13634#17277
National Institute of Technology Karnataka, Surathkal#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#26709#29926
National Institute of Technology Karnataka, Surathkal#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#23483#27694
National Institute of Technology Karnataka, Surathkal#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#30199#31822
National Institute of Technology Karnataka, Surathkal#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#16730#22260
National Institute of Technology Karnataka, Surathkal#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#30169#31326
National Institute of Technology Meghalaya#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#24818#24818
National Institute of Technology Meghalaya#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#198132#198132
National Institute of Technology Meghalaya#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#30438#33064
National Institute of Technology Meghalaya#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#40589#40801
National Institute of Technology Meghalaya#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#61969#61969
National Institute of Technology Meghalaya#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#78196#78196
National Institute of Technology Meghalaya#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9424#14051
National Institute of Technology Meghalaya#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#20254#20254
National Institute of Technology Meghalaya#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#126219#126219
National Institute of Technology Meghalaya#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#106549#106549
National Institute of Technology Meghalaya#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#19435#22479
National Institute of Technology Meghalaya#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35703#35703
National Institute of Technology Meghalaya#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#126276#158439
National Institute of Technology Meghalaya#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#148554#148554
National Institute of Technology Meghalaya#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#16983#20882
National Institute of Technology Meghalaya#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#30992#30992
National Institute of Technology Meghalaya#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#147613#147613
National Institute of Technology Meghalaya#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#220355#220355
National Institute of Technology Meghalaya#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25913#29545
National Institute of Technology Meghalaya#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#39960#39960
National Institute of Technology Nagaland#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#34135#36451
National Institute of Technology Nagaland#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#43424#44027
National Institute of Technology Nagaland#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#15382#22080
National Institute of Technology Nagaland#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#29218#29218
National Institute of Technology Nagaland#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#26139#31603
National Institute of Technology Nagaland#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#40619#40733
National Institute of Technology Nagaland#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#23131#27683
National Institute of Technology Nagaland#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#33639#35652
National Institute of Technology Nagaland#Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#31668#34000
National Institute of Technology Nagaland#Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#40944#40944
National Institute of Technology Nagaland#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#29553#33322
National Institute of Technology Nagaland#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#42150#44314
National Institute of Technology Patna#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#2053#3123
National Institute of Technology Patna#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#1097#1426
National Institute of Technology Patna#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#722#1084
National Institute of Technology Patna#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#968#1014
National Institute of Technology Patna#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#23869#32313
National Institute of Technology Patna#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#36318#45500
National Institute of Technology Patna#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#22338#30634
National Institute of Technology Patna#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#29955#39541
National Institute of Technology Patna#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#5849#14085
National Institute of Technology Patna#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#21132#28081
National Institute of Technology Patna#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8300#11401
National Institute of Technology Patna#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#13512#17985
National Institute of Technology Patna#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#20121#26094
National Institute of Technology Patna#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#37154#41697
National Institute of Technology Patna#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10124#21076
National Institute of Technology Patna#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#27547#29759
National Institute of Technology Patna#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#15351#20392
National Institute of Technology Patna#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#30314#38426
National Institute of Technology Patna#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#13060#16671
National Institute of Technology Patna#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#20314#24747
National Institute of Technology Patna#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#18665#28909
National Institute of Technology Patna#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#42080#43180
National Institute of Technology Patna#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#15509#25421
National Institute of Technology Patna#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34144#37304
National Institute of Technology Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#95317#147785
National Institute of Technology Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#67514#67514
National Institute of Technology Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#29436#30890
National Institute of Technology Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#31099#31099
National Institute of Technology Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#21846#48885
National Institute of Technology Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#43532#66369
National Institute of Technology Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8907#11490
National Institute of Technology Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#11644#14542
National Institute of Technology Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#52919#124626
National Institute of Technology Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#67173#99175
National Institute of Technology Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#5551#22471
National Institute of Technology Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#21744#22245
National Institute of Technology Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#45132#88639
National Institute of Technology Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#58357#82367
National Institute of Technology Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10938#17387
National Institute of Technology Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16259#20811
National Institute of Technology Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#42115#90613
National Institute of Technology Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#104492#134813
National Institute of Technology Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#18905#22380
National Institute of Technology Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35292#35292
National Institute of Technology Raipur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#1295#3952
National Institute of Technology Raipur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#600#1379
National Institute of Technology Raipur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#1069#1150
National Institute of Technology Raipur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#778#977
National Institute of Technology Raipur#Bio Medical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#58947#69499
National Institute of Technology Raipur#Bio Medical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#69286#74822
National Institute of Technology Raipur#Bio Medical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#28999#37477
National Institute of Technology Raipur#Bio Medical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#31305#37260
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#54529#66029
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#54962#64651
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#32414#36050
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#25929#38531
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#37989#50375
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#41356#49158
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#23702#27977
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#29651#35930
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#16625#48753
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#44573#51490
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#23798#28725
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34211#36342
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#11399#16237
