Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
National Institute of Technology Agartala#Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))#HS#OPEN#Gender-Neutral#94239#188769
National Institute of Technology Agartala#Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))#OS#OPEN#Gender-Neutral#7677#22348
National Institute of Technology Agartala#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#45384#179002
National Institute of Technology Agartala#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#73961#196447
National Institute of Technology Agartala#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#23759#29378
National Institute of Technology Agartala#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#38265#40759
National Institute of Technology Agartala#Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))#HS#OPEN#Gender-Neutral#30580#186202
National Institute of Technology Agartala#Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))#OS#OPEN#Gender-Neutral#13946#28421
National Institute of Technology Agartala#Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#200254#251247
National Institute of Technology Agartala#Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#220590#224571
National Institute of Technology Agartala#Production Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#34954#37469
National Institute of Technology Agartala#Production Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#42446#46156
National Institute of Technology Calicut#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#27#376
National Institute of Technology Calicut#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#54#133
National Institute of Technology Calicut#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#238#457
National Institute of Technology Calicut#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#229#235
National Institute of Technology Calicut#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#14764#18673
National Institute of Technology Calicut#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#12933#14957
National Institute of Technology Calicut#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#12232#22369
National Institute of Technology Calicut#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#22493#22493
National Institute of Technology Calicut#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#15049#25169
National Institute of Technology Calicut#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#14133#24275
National Institute of Technology Calicut#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#13530#17700
National Institute of Technology Calicut#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14601#22957
National Institute of Technology Calicut#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#11270#26074
National Institute of Technology Calicut#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#10948#19442
National Institute of Technology Calicut#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#15226#20153
National Institute of Technology Calicut#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#20782#26647
National Institute of Technology Calicut#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#1422#7667
National Institute of Technology Calicut#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#4374#9149
National Institute of Technology Calicut#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#1642#2869
National Institute of Technology Calicut#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#3026#5035
National Institute of Technology Calicut#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#6194#17335
National Institute of Technology Calicut#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#10105#16701
National Institute of Technology Calicut#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#6502#9041
National Institute of Technology Calicut#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#10306#13096
National Institute of Technology Calicut#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#4008#13834
National Institute of Technology Calicut#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#9477#14389
National Institute of Technology Calicut#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#3474#5840
National Institute of Technology Calicut#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#6095#7550
National Institute of Technology Calicut#Engineering Physics (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#12958#18983
National Institute of Technology Calicut#Engineering Physics (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#7505#7505
National Institute of Technology Calicut#Engineering Physics (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#2773#12288
National Institute of Technology Calicut#Engineering Physics (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#22431#22431
National Institute of Technology Calicut#Materials Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#21914#27847
National Institute of Technology Calicut#Materials Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#24947#24947
National Institute of Technology Calicut#Materials Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#15475#23732
National Institute of Technology Calicut#Materials Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#28115#28115
National Institute of Technology Calicut#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#8246#20937
National Institute of Technology Calicut#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#19194#27648
National Institute of Technology Calicut#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9184#12556
National Institute of Technology Calicut#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#17975#22694
National Institute of Technology Calicut#Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#21863#28020
National Institute of Technology Calicut#Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#27154#29330
National Institute of Technology Calicut#Production Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#21395#23837
National Institute of Technology Calicut#Production Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#24382#30177
National Institute of Technology Delhi#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#2431#6515
National Institute of Technology Delhi#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#1019#4966
National Institute of Technology Delhi#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#2521#5336
National Institute of Technology Delhi#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#8782#10869
National Institute of Technology Delhi#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#8318#16049
National Institute of Technology Delhi#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#16768#23866
National Institute of Technology Delhi#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#7622#13600
National Institute of Technology Delhi#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#17653#21092
National Institute of Technology Delhi#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#7390#13782
National Institute of Technology Delhi#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#7769#11273
National Institute of Technology Delhi#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8520#10865
National Institute of Technology Delhi#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14801#15820
National Institute of Technology Durgapur#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#21458#33934
National Institute of Technology Durgapur#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#29291#33496
National Institute of Technology Durgapur#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#28467#32489
National Institute of Technology Durgapur#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34968#35622
National Institute of Technology Durgapur#Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Gender-Neutral#29180#29180
National Institute of Technology Durgapur#Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Gender-Neutral#32282#32282
National Institute of Technology Durgapur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#24423#29877
National Institute of Technology Durgapur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#31144#32334
National Institute of Technology Durgapur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#22837#24996
National Institute of Technology Durgapur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#29808#32021
National Institute of Technology Durgapur#Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Female-only (including Supernumerary)#38793#38793
National Institute of Technology Durgapur#Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Gender-Neutral#24119#24119
National Institute of Technology Durgapur#Chemistry (5 Years, Integrated Master of Science)#HS#OPEN#Gender-Neutral#32063#34365
National Institute of Technology Durgapur#Chemistry (5 Years, Integrated Master of Science)#HS#OPEN#Female-only (including Supernumerary)#32361#32361
National Institute of Technology Durgapur#Chemistry (5 Years, Integrated Master of Science)#OS#OPEN#Gender-Neutral#32378#34795
National Institute of Technology Durgapur#Chemistry (5 Years, Integrated Master of Science)#OS#OPEN#Female-only (including Supernumerary)#39782#39782
National Institute of Technology Durgapur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#22132#32900
National Institute of Technology Durgapur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#36315#39362
National Institute of Technology Durgapur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#21313#25512
National Institute of Technology Durgapur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34612#35055
National Institute of Technology Durgapur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#1466#12824
National Institute of Technology Durgapur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#12852#15613
National Institute of Technology Durgapur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#4846#7159
National Institute of Technology Durgapur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#7218#11225
National Institute of Technology Durgapur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#17331#22048
National Institute of Technology Durgapur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#24731#26561
National Institute of Technology Durgapur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10803#14988
National Institute of Technology Durgapur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#22645#24165
National Institute of Technology Durgapur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#12914#16406
