Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
National Institute of Technology Nagaland#Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#31680#37614
National Institute of Technology Nagaland#Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#45316#45316
National Institute of Technology Nagaland#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#35489#38040
National Institute of Technology Nagaland#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#46503#48813
National Institute of Technology Patna#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#2113#3528
National Institute of Technology Patna#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#1097#2053
National Institute of Technology Patna#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#845#1228
National Institute of Technology Patna#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#1116#1191
National Institute of Technology Patna#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#25267#34216
National Institute of Technology Patna#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#42590#47121
National Institute of Technology Patna#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#22338#33567
National Institute of Technology Patna#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#36572#41563
National Institute of Technology Patna#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#5849#14799
National Institute of Technology Patna#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#21132#29059
National Institute of Technology Patna#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8671#12258
National Institute of Technology Patna#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16593#20376
National Institute of Technology Patna#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#21901#28389
National Institute of Technology Patna#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#37154#42463
National Institute of Technology Patna#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#19727#23113
National Institute of Technology Patna#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#29551#32021
National Institute of Technology Patna#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#16748#21626
National Institute of Technology Patna#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#31602#39903
National Institute of Technology Patna#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#13060#17805
National Institute of Technology Patna#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#20314#24747
National Institute of Technology Patna#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#18665#30651
National Institute of Technology Patna#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#42080#43180
National Institute of Technology Patna#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#15509#27261
National Institute of Technology Patna#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#37304#38385
National Institute of Technology Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#95317#178549
National Institute of Technology Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#115146#115146
National Institute of Technology Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#31771#32627
National Institute of Technology Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#31099#31099
National Institute of Technology Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#21846#68822
National Institute of Technology Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#43532#93493
National Institute of Technology Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8907#12652
National Institute of Technology Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14542#16259
National Institute of Technology Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#76823#144656
National Institute of Technology Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#67173#102251
National Institute of Technology Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#19819#23964
National Institute of Technology Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#27351#30451
National Institute of Technology Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#63577#107993
National Institute of Technology Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#58357#82367
National Institute of Technology Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10938#19011
National Institute of Technology Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16811#22245
National Institute of Technology Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#58590#148287
National Institute of Technology Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#162972#188304
National Institute of Technology Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#18905#25975
National Institute of Technology Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35966#35966
National Institute of Technology Raipur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#1295#4237
National Institute of Technology Raipur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#600#1379
National Institute of Technology Raipur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#1096#1285
National Institute of Technology Raipur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#973#1088
National Institute of Technology Raipur#Bio Medical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#58947#76451
National Institute of Technology Raipur#Bio Medical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#71846#75940
National Institute of Technology Raipur#Bio Medical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#33931#40287
National Institute of Technology Raipur#Bio Medical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#39942#44328
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#66029#69535
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#54962#65772
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#33427#38386
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#41188#42595
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#40091#52719
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#41356#50136
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#23702#29964
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#29651#36267
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#16625#51141
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#44573#52751
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#26222#31146
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35856#39807
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#11399#17862
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#11402#27453
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#7775#9368
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#11166#13663
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#27543#39388
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#38554#40530
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#15740#20194
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#24251#27849
National Institute of Technology Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#18204#32954
National Institute of Technology Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#37162#38131
National Institute of Technology Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#13273#14777
National Institute of Technology Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16887#20960
National Institute of Technology Raipur#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#18371#27579
National Institute of Technology Raipur#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#30412#34112
National Institute of Technology Raipur#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#6398#11479
National Institute of Technology Raipur#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14830#16405
National Institute of Technology Raipur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#25872#41525
National Institute of Technology Raipur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#41070#45559
National Institute of Technology Raipur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9595#23439
National Institute of Technology Raipur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#33450#34325
National Institute of Technology Raipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#41217#64687
National Institute of Technology Raipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#55122#61922
National Institute of Technology Raipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#32490#35838
National Institute of Technology Raipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#42926#43388
National Institute of Technology Raipur#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#49837#66002
National Institute of Technology Raipur#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#48527#69556
National Institute of Technology Raipur#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#35455#38111
National Institute of Technology Raipur#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#42358#45529
National Institute of Technology Sikkim#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#312257#946695
National Institute of Technology Sikkim#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#164378#895410
National Institute of Technology Sikkim#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#35676#39393
National Institute of Technology Sikkim#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#48379#48379
National Institute of Technology Sikkim#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#45891#329823
National Institute of Technology Sikkim#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#323086#423326
National Institute of Technology Sikkim#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#18687#21157
National Institute of Technology Sikkim#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#25683#29218
National Institute of Technology Sikkim#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#342926#825733
National Institute of Technology Sikkim#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#313353#472668
National Institute of Technology Sikkim#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#29387#33220
National Institute of Technology Sikkim#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#39992#39992
National Institute of Technology Sikkim#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#129739#539258
National Institute of Technology Sikkim#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#443139#533054
National Institute of Technology Sikkim#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25007#28324
National Institute of Technology Sikkim#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#33219#33219
National Institute of Technology Sikkim#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#822346#929527
National Institute of Technology Sikkim#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#24954#34319
National Institute of Technology Sikkim#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#43719#44631
National Institute of Technology Arunachal Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#112033#138608
National Institute of Technology Arunachal Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#34752#39329
National Institute of Technology Arunachal Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#44026#48528
National Institute of Technology Arunachal Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#56549#59180
National Institute of Technology Arunachal Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#15374#22068
National Institute of Technology Arunachal Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#29789#30241
National Institute of Technology Arunachal Pradesh#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#141116#141657
National Institute of Technology Arunachal Pradesh#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#27531#33985
National Institute of Technology Arunachal Pradesh#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#33595#38909
National Institute of Technology Arunachal Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#69472#107472
National Institute of Technology Arunachal Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#28129#29713
National Institute of Technology Arunachal Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34302#36309
National Institute of Technology Arunachal Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#147460#187138
National Institute of Technology Arunachal Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#35330#37182
National Institute of Technology Arunachal Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#47283#47304
National Institute of Technology, Jamshedpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#28883#36672
National Institute of Technology, Jamshedpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#34407#48775
National Institute of Technology, Jamshedpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25875#29597
National Institute of Technology, Jamshedpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#39889#40417
National Institute of Technology, Jamshedpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#7567#12325
National Institute of Technology, Jamshedpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#16808#20240
National Institute of Technology, Jamshedpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#3412#7869
National Institute of Technology, Jamshedpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#11967#13293
National Institute of Technology, Jamshedpur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19304#24432
National Institute of Technology, Jamshedpur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#25560#32550
National Institute of Technology, Jamshedpur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#13876#17723
National Institute of Technology, Jamshedpur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#26133#28963
National Institute of Technology, Jamshedpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#13233#19253
National Institute of Technology, Jamshedpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#20770#24995
National Institute of Technology, Jamshedpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#11547#13357
National Institute of Technology, Jamshedpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16961#21112
National Institute of Technology, Jamshedpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19550#28251
National Institute of Technology, Jamshedpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#33026#38709
National Institute of Technology, Jamshedpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#12636#20506
National Institute of Technology, Jamshedpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#30539#37633
National Institute of Technology, Jamshedpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#28985#38689
National Institute of Technology, Jamshedpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#33477#47060
National Institute of Technology, Jamshedpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#29404#34087
National Institute of Technology, Jamshedpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#41414#43652
National Institute of Technology, Jamshedpur#Production and Industrial Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#30836#39639
National Institute of Technology, Jamshedpur#Production and Industrial Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#51820#52618
National Institute of Technology, Jamshedpur#Production and Industrial Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#26996#34180
National Institute of Technology, Jamshedpur#Production and Industrial Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#39012#40796
National Institute of Technology, Kurukshetra#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#16247#29562
National Institute of Technology, Kurukshetra#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#35022#47970
National Institute of Technology, Kurukshetra#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#19661#25905
National Institute of Technology, Kurukshetra#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34806#37395
National Institute of Technology, Kurukshetra#Computer Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#2692#5748
National Institute of Technology, Kurukshetra#Computer Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#2432#10748
National Institute of Technology, Kurukshetra#Computer Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#2525#4598
National Institute of Technology, Kurukshetra#Computer Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#6874#7776
National Institute of Technology, Kurukshetra#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#14029#17858
National Institute of Technology, Kurukshetra#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#21350#25744
National Institute of Technology, Kurukshetra#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10638#13943
National Institute of Technology, Kurukshetra#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16524#22970
National Institute of Technology, Kurukshetra#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#8869#13209
National Institute of Technology, Kurukshetra#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#16310#19995
National Institute of Technology, Kurukshetra#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#6567#10069
National Institute of Technology, Kurukshetra#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#13706#15925
National Institute of Technology, Kurukshetra#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#5423#7540
National Institute of Technology, Kurukshetra#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#12320#14425
National Institute of Technology, Kurukshetra#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#4750#6225
National Institute of Technology, Kurukshetra#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#9847#11675
National Institute of Technology, Kurukshetra#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#195#22673
National Institute of Technology, Kurukshetra#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#30032#40759
National Institute of Technology, Kurukshetra#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8450#16685
National Institute of Technology, Kurukshetra#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#28760#30494
National Institute of Technology, Kurukshetra#Production and Industrial Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#23216#35592
National Institute of Technology, Kurukshetra#Production and Industrial Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#41800#48958
National Institute of Technology, Kurukshetra#Production and Industrial Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#23456#30275
National Institute of Technology, Kurukshetra#Production and Industrial Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#38342#40709
National Institute of Technology, Manipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#50210#121784
National Institute of Technology, Manipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#65658#108606
National Institute of Technology, Manipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#36324#39252
National Institute of Technology, Manipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#48665#48665
National Institute of Technology, Manipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#53268#219526
National Institute of Technology, Manipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#149081#167200
National Institute of Technology, Manipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#16547#25402
National Institute of Technology, Manipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#24212#27107
National Institute of Technology, Manipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#131567#183092
National Institute of Technology, Manipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#94933#94933
National Institute of Technology, Manipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#31730#34371
National Institute of Technology, Manipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#40883#40883
National Institute of Technology, Manipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#189735#321731
National Institute of Technology, Manipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#305838#305838
National Institute of Technology, Manipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#24068#28003
National Institute of Technology, Manipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34309#35652
National Institute of Technology, Manipur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#158514#310719
National Institute of Technology, Manipur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#472685#472685
National Institute of Technology, Manipur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#32673#34921
National Institute of Technology, Manipur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#46142#47191
National Institute of Technology, Mizoram#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#231808#370492
National Institute of Technology, Mizoram#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#104125#134458
National Institute of Technology, Mizoram#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#36648#39810
National Institute of Technology, Mizoram#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#49710#49710
