Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#64597#75481
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#34484#40671
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#41384#44640
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#47409#55218
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#36211#54363
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#30356#34975
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35944#37715
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#17641#56717
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#57665#65368
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#35198#38979
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#43656#45018
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#10067#19749
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#15044#20935
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9103#11011
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14736#15109
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19012#41016
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#46547#48207
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#17590#22735
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#26772#30371
National Institute of Technology Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#22169#34382
National Institute of Technology Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#41985#46298
National Institute of Technology Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#13949#16160
National Institute of Technology Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#20976#22382
National Institute of Technology Raipur#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#13678#26893
National Institute of Technology Raipur#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#27631#35540
National Institute of Technology Raipur#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10569#12818
National Institute of Technology Raipur#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#17146#20448
National Institute of Technology Raipur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#27029#44942
National Institute of Technology Raipur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#44881#56994
National Institute of Technology Raipur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#19848#30210
National Institute of Technology Raipur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#39049#40009
National Institute of Technology Raipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#47163#65908
National Institute of Technology Raipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#54832#74603
National Institute of Technology Raipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#35856#43018
National Institute of Technology Raipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#45104#45888
National Institute of Technology Raipur#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#56730#70614
National Institute of Technology Raipur#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#56565#84303
National Institute of Technology Raipur#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#40456#44900
National Institute of Technology Raipur#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#48547#52605
National Institute of Technology Sikkim#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#120086#560508
National Institute of Technology Sikkim#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#438516#502777
National Institute of Technology Sikkim#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#40257#44284
National Institute of Technology Sikkim#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#53899#53899
National Institute of Technology Sikkim#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#78672#162246
National Institute of Technology Sikkim#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#145740#176153
National Institute of Technology Sikkim#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#17223#21710
National Institute of Technology Sikkim#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#29011#29402
National Institute of Technology Sikkim#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#251666#387870
National Institute of Technology Sikkim#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#182101#351507
National Institute of Technology Sikkim#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#31184#35156
National Institute of Technology Sikkim#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#41363#41363
National Institute of Technology Sikkim#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#174848#220352
National Institute of Technology Sikkim#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#405836#418355
National Institute of Technology Sikkim#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#23013#29645
National Institute of Technology Sikkim#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34503#34503
National Institute of Technology Sikkim#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#311356#475866
National Institute of Technology Sikkim#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#460056#460056
National Institute of Technology Sikkim#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#36258#38746
National Institute of Technology Sikkim#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#47017#52531
National Institute of Technology Arunachal Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#97382#97382
National Institute of Technology Arunachal Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#31946#44706
National Institute of Technology Arunachal Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#48193#48193
National Institute of Technology Arunachal Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#93941#122963
National Institute of Technology Arunachal Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#17741#23566
National Institute of Technology Arunachal Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#31025#31025
National Institute of Technology Arunachal Pradesh#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#148852#161165
National Institute of Technology Arunachal Pradesh#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#29831#35385
National Institute of Technology Arunachal Pradesh#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#42255#42255
National Institute of Technology Arunachal Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#136432#136432
National Institute of Technology Arunachal Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#27418#31597
National Institute of Technology Arunachal Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#37961#37961
National Institute of Technology Arunachal Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#176501#176501
National Institute of Technology Arunachal Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#32397#40376
National Institute of Technology Arunachal Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#51736#51736
National Institute of Technology, Jamshedpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#32977#44282
National Institute of Technology, Jamshedpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#49434#52451
National Institute of Technology, Jamshedpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25975#34823
National Institute of Technology, Jamshedpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#42389#43422
National Institute of Technology, Jamshedpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#2440#10250
National Institute of Technology, Jamshedpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#10825#16048
National Institute of Technology, Jamshedpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#3260#8225
National Institute of Technology, Jamshedpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#10182#13998
National Institute of Technology, Jamshedpur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#18207#23278
National Institute of Technology, Jamshedpur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#30571#35370
National Institute of Technology, Jamshedpur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#13875#18054
National Institute of Technology, Jamshedpur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#22740#27093
National Institute of Technology, Jamshedpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#9531#17169
National Institute of Technology, Jamshedpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#19185#27013
National Institute of Technology, Jamshedpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9066#12917
National Institute of Technology, Jamshedpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#17038#20346
National Institute of Technology, Jamshedpur#Engineering and Computational Mechanics (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19057#25645
National Institute of Technology, Jamshedpur#Engineering and Computational Mechanics (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#35559#35559
National Institute of Technology, Jamshedpur#Engineering and Computational Mechanics (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14101#17177
National Institute of Technology, Jamshedpur#Engineering and Computational Mechanics (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#29194#29194
National Institute of Technology, Jamshedpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#26095#32602
National Institute of Technology, Jamshedpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#36559#43624
National Institute of Technology, Jamshedpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#17149#25892
National Institute of Technology, Jamshedpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34123#37393
National Institute of Technology, Jamshedpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#34673#43898
National Institute of Technology, Jamshedpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#43727#56512
National Institute of Technology, Jamshedpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#32260#38254
National Institute of Technology, Jamshedpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#38504#44908
National Institute of Technology, Jamshedpur#Production and Industrial Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#40182#47126
National Institute of Technology, Jamshedpur#Production and Industrial Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#37182#53427
National Institute of Technology, Jamshedpur#Production and Industrial Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#29240#34326
National Institute of Technology, Jamshedpur#Production and Industrial Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#41921#42197
National Institute of Technology, Kurukshetra#Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#3543#11689
National Institute of Technology, Kurukshetra#Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#14728#15687
National Institute of Technology, Kurukshetra#Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#3871#7643
National Institute of Technology, Kurukshetra#Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#12317#12337
National Institute of Technology, Kurukshetra#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#15122#33614
National Institute of Technology, Kurukshetra#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#31015#45362
National Institute of Technology, Kurukshetra#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#18358#31623
National Institute of Technology, Kurukshetra#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35423#38982
National Institute of Technology, Kurukshetra#Computer Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#2068#8544
National Institute of Technology, Kurukshetra#Computer Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#7891#13412
National Institute of Technology, Kurukshetra#Computer Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#4293#6574
National Institute of Technology, Kurukshetra#Computer Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#8320#10976
National Institute of Technology, Kurukshetra#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#14801#19748
National Institute of Technology, Kurukshetra#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#23306#24915
National Institute of Technology, Kurukshetra#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#11281#15422
National Institute of Technology, Kurukshetra#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#20933#22667
National Institute of Technology, Kurukshetra#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#13369#14452
National Institute of Technology, Kurukshetra#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#17550#20271
National Institute of Technology, Kurukshetra#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8373#11086
National Institute of Technology, Kurukshetra#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14965#17245
National Institute of Technology, Kurukshetra#Industrial Internet of Things (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#15546#20242
National Institute of Technology, Kurukshetra#Industrial Internet of Things (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#23413#23413
National Institute of Technology, Kurukshetra#Industrial Internet of Things (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8644#15342
National Institute of Technology, Kurukshetra#Industrial Internet of Things (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#21977#24528
National Institute of Technology, Kurukshetra#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#8630#12388
National Institute of Technology, Kurukshetra#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#14608#17409
National Institute of Technology, Kurukshetra#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#6792#8468
National Institute of Technology, Kurukshetra#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#11046#13259
National Institute of Technology, Kurukshetra#Mathematics and Computing (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#12476#13289
National Institute of Technology, Kurukshetra#Mathematics and Computing (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#18208#19950
National Institute of Technology, Kurukshetra#Mathematics and Computing (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#5459#9111
National Institute of Technology, Kurukshetra#Mathematics and Computing (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#12596#14686
National Institute of Technology, Kurukshetra#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#18368#26507
National Institute of Technology, Kurukshetra#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#29471#37251
National Institute of Technology, Kurukshetra#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#17687#21615
National Institute of Technology, Kurukshetra#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#27190#35959
National Institute of Technology, Kurukshetra#Production and Industrial Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#27230#37486
National Institute of Technology, Kurukshetra#Production and Industrial Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#38994#40903
National Institute of Technology, Kurukshetra#Production and Industrial Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#27925#34701
National Institute of Technology, Kurukshetra#Production and Industrial Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#39984#41021
National Institute of Technology, Manipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#97608#198728
National Institute of Technology, Manipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#147975#147975
National Institute of Technology, Manipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#43363#46391
National Institute of Technology, Manipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#49187#50187
National Institute of Technology, Manipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#43239#183168
National Institute of Technology, Manipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#301315#364827
National Institute of Technology, Manipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#16628#21895
National Institute of Technology, Manipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#29792#30830
National Institute of Technology, Manipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#101231#185948
National Institute of Technology, Manipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#407152#407152
National Institute of Technology, Manipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25487#36994
National Institute of Technology, Manipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#43487#45196
National Institute of Technology, Manipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#277991#344812
National Institute of Technology, Manipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#404570#457182
National Institute of Technology, Manipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#26311#30243
National Institute of Technology, Manipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#38601#40614
National Institute of Technology, Manipur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#229695#354830
National Institute of Technology, Manipur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#157954#304355
National Institute of Technology, Manipur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#38895#41827
National Institute of Technology, Manipur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#46929#47131
National Institute of Technology, Mizoram#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#294734#370912
National Institute of Technology, Mizoram#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#201922#234729
National Institute of Technology, Mizoram#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#43318#46544
National Institute of Technology, Mizoram#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#54176#54238
National Institute of Technology, Mizoram#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#226595#310535
National Institute of Technology, Mizoram#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#316348#516872
National Institute of Technology, Mizoram#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#19957#23850
National Institute of Technology, Mizoram#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#30063#34180
National Institute of Technology, Mizoram#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#363415#571217
National Institute of Technology, Mizoram#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#560594#614925
National Institute of Technology, Mizoram#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#33551#38576
National Institute of Technology, Mizoram#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#47004#49965
National Institute of Technology, Mizoram#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#573968#684517
National Institute of Technology, Mizoram#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#589620#755659
National Institute of Technology, Mizoram#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#30112#33026
National Institute of Technology, Mizoram#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#38562#38562
National Institute of Technology, Mizoram#Mathematics and Computing (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#371890#581701
National Institute of Technology, Mizoram#Mathematics and Computing (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#497137#497137
National Institute of Technology, Mizoram#Mathematics and Computing (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#20414#21955
National Institute of Technology, Mizoram#Mathematics and Computing (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#40542#40542
National Institute of Technology, Mizoram#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#556736#742762
National Institute of Technology, Mizoram#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#659805#758764
National Institute of Technology, Mizoram#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#41406#42862
National Institute of Technology, Mizoram#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#50899#52362
National Institute of Technology, Rourkela#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#449#781
National Institute of Technology, Rourkela#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#430#430
National Institute of Technology, Rourkela#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#205#379
National Institute of Technology, Rourkela#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#270#270
National Institute of Technology, Rourkela#Bio Medical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#37014#45122
National Institute of Technology, Rourkela#Bio Medical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#40748#48941
National Institute of Technology, Rourkela#Bio Medical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#27467#30032
National Institute of Technology, Rourkela#Bio Medical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#30480#30874
National Institute of Technology, Rourkela#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#27954#35244
National Institute of Technology, Rourkela#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#30742#42257
National Institute of Technology, Rourkela#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#21415#27169
National Institute of Technology, Rourkela#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#12757#27824
National Institute of Technology, Rourkela#Ceramic Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#35863#40264
National Institute of Technology, Rourkela#Ceramic Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#44404#44404
National Institute of Technology, Rourkela#Ceramic Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#17233#33349
National Institute of Technology, Rourkela#Ceramic Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#40279#40559
National Institute of Technology, Rourkela#Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Gender-Neutral#47572#48998
