Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
National Institute of Technology Agartala#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#43813#44984
National Institute of Technology Agartala#Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))#HS#OPEN#Gender-Neutral#115372#207929
National Institute of Technology Agartala#Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))#OS#OPEN#Gender-Neutral#36519#47943
National Institute of Technology Agartala#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#146802#172569
National Institute of Technology Agartala#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#94302#163310
National Institute of Technology Agartala#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#22909#43787
National Institute of Technology Agartala#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#47691#51952
National Institute of Technology Agartala#Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Gender-Neutral#104687#159651
National Institute of Technology Agartala#Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Gender-Neutral#8742#23967
National Institute of Technology Agartala#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#24733#50019
National Institute of Technology Agartala#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#30862#54242
National Institute of Technology Agartala#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8502#16987
National Institute of Technology Agartala#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16331#26706
National Institute of Technology Agartala#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#52902#102944
National Institute of Technology Agartala#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#85988#119700
National Institute of Technology Agartala#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#23266#32095
National Institute of Technology Agartala#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35862#39335
National Institute of Technology Agartala#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#51944#71305
National Institute of Technology Agartala#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#56926#71032
National Institute of Technology Agartala#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#18655#25045
National Institute of Technology Agartala#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#32605#35933
National Institute of Technology Agartala#Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#78167#121154
National Institute of Technology Agartala#Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#95743#122152
National Institute of Technology Agartala#Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#26756#32751
National Institute of Technology Agartala#Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#40513#40887
National Institute of Technology Agartala#Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Gender-Neutral#172981#210641
National Institute of Technology Agartala#Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Gender-Neutral#30935#37649
National Institute of Technology Agartala#Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))#HS#OPEN#Gender-Neutral#125887#192626
National Institute of Technology Agartala#Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))#OS#OPEN#Gender-Neutral#18222#25435
National Institute of Technology Agartala#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#118197#160289
National Institute of Technology Agartala#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#133632#159241
National Institute of Technology Agartala#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#24682#37248
National Institute of Technology Agartala#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#42498#46334
National Institute of Technology Agartala#Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))#HS#OPEN#Gender-Neutral#45913#155548
National Institute of Technology Agartala#Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))#OS#OPEN#Gender-Neutral#18673#40408
National Institute of Technology Agartala#Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#184154#229834
National Institute of Technology Agartala#Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#186706#206151
National Institute of Technology Agartala#Production Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#40340#47289
National Institute of Technology Agartala#Production Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#52381#55582
National Institute of Technology Calicut#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#60#163
National Institute of Technology Calicut#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#76#86
National Institute of Technology Calicut#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#123#289
National Institute of Technology Calicut#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#97#129
National Institute of Technology Calicut#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#24573#33833
National Institute of Technology Calicut#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#20088#25091
National Institute of Technology Calicut#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#27877#30623
National Institute of Technology Calicut#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#25713#25713
National Institute of Technology Calicut#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#20523#30971
National Institute of Technology Calicut#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#24376#26342
National Institute of Technology Calicut#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#18350#23968
National Institute of Technology Calicut#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#24778#28822
National Institute of Technology Calicut#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19508#39074
National Institute of Technology Calicut#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#20677#31731
National Institute of Technology Calicut#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#26501#31175
National Institute of Technology Calicut#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#21701#34440
National Institute of Technology Calicut#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#2024#8657
National Institute of Technology Calicut#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#4314#10145
National Institute of Technology Calicut#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#2483#4455
National Institute of Technology Calicut#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#5538#6203
National Institute of Technology Calicut#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#14706#19346
National Institute of Technology Calicut#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#15063#16570
National Institute of Technology Calicut#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8462#11474
National Institute of Technology Calicut#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#11661#14920
National Institute of Technology Calicut#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#9245#14668
National Institute of Technology Calicut#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#10262#13697
National Institute of Technology Calicut#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#5786#7563
National Institute of Technology Calicut#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#9373#11285
National Institute of Technology Calicut#Engineering Physics (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#15140#25540
National Institute of Technology Calicut#Engineering Physics (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#19162#19162
National Institute of Technology Calicut#Engineering Physics (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#13511#16153
National Institute of Technology Calicut#Engineering Physics (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#24670#24670
National Institute of Technology Calicut#Materials Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#29728#35962
National Institute of Technology Calicut#Materials Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#29552#29552
National Institute of Technology Calicut#Materials Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#23027#28794
National Institute of Technology Calicut#Materials Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#36803#36803
National Institute of Technology Calicut#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#10389#23751
National Institute of Technology Calicut#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#21135#26499
National Institute of Technology Calicut#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14793#17258
National Institute of Technology Calicut#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#23658#26173
National Institute of Technology Calicut#Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#24508#34512
National Institute of Technology Calicut#Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#31345#36557
National Institute of Technology Calicut#Production Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#23230#30428
National Institute of Technology Calicut#Production Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#29531#35960
National Institute of Technology Delhi#Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#11555#11724
National Institute of Technology Delhi#Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#10639#10639
National Institute of Technology Delhi#Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8522#9251
National Institute of Technology Delhi#Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#13291#13291
National Institute of Technology Delhi#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#20429#31833
National Institute of Technology Delhi#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#33044#33044
National Institute of Technology Delhi#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#19342#27556
National Institute of Technology Delhi#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#33362#33362
National Institute of Technology Delhi#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#4306#11118
National Institute of Technology Delhi#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#5902#16429
National Institute of Technology Delhi#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#4278#8495
National Institute of Technology Delhi#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#7626#12698
National Institute of Technology Delhi#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#15610#21133
National Institute of Technology Delhi#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#23741#26555
National Institute of Technology Delhi#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14412#17436
