Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
National Institute of Technology Patna#Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Female-only (including Supernumerary)#26063#26063
National Institute of Technology Patna#Material Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Gender-Neutral#49455#49455
National Institute of Technology Patna#Material Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Gender-Neutral#43896#43896
National Institute of Technology Patna#Material Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Female-only (including Supernumerary)#55075#55075
National Institute of Technology Patna#Mathematics and Computing Technology (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Gender-Neutral#21824#21824
National Institute of Technology Patna#Mathematics and Computing Technology (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Female-only (including Supernumerary)#35224#35224
National Institute of Technology Patna#Mathematics and Computing Technology (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Gender-Neutral#14191#14191
National Institute of Technology Patna#Mathematics and Computing Technology (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Female-only (including Supernumerary)#27179#27179
National Institute of Technology Patna#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#30515#38226
National Institute of Technology Patna#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#44147#47362
National Institute of Technology Patna#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25476#34098
National Institute of Technology Patna#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35265#43481
National Institute of Technology Patna#Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Gender-Neutral#42801#47831
National Institute of Technology Patna#Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Female-only (including Supernumerary)#60348#60348
National Institute of Technology Patna#Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Gender-Neutral#27236#39345
National Institute of Technology Patna#Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Female-only (including Supernumerary)#46569#46569
National Institute of Technology Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#186956#210956
National Institute of Technology Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#208784#209108
National Institute of Technology Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#44164#47840
National Institute of Technology Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#46816#51203
National Institute of Technology Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#28295#63249
National Institute of Technology Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#60938#61157
National Institute of Technology Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#11252#16434
National Institute of Technology Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#10207#22103
National Institute of Technology Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#78818#145323
National Institute of Technology Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#108715#155511
National Institute of Technology Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#24947#31065
National Institute of Technology Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#27051#36210
National Institute of Technology Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#52167#105750
National Institute of Technology Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#75175#78440
National Institute of Technology Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#18447#22100
National Institute of Technology Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#26371#28652
National Institute of Technology Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#90540#175965
National Institute of Technology Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#135247#166409
National Institute of Technology Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#30866#39103
National Institute of Technology Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#43595#47796
National Institute of Technology Raipur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#771#1726
National Institute of Technology Raipur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#773#773
National Institute of Technology Raipur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#758#900
National Institute of Technology Raipur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#484#721
National Institute of Technology Raipur#Bio Medical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#69419#91543
National Institute of Technology Raipur#Bio Medical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#84303#89424
National Institute of Technology Raipur#Bio Medical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#34706#52103
National Institute of Technology Raipur#Bio Medical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#49496#55470
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#62989#84308
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#64597#80372
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#42408#49497
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#48823#52596
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#52467#60071
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#50446#56060
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#35129#40384
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#42663#43580
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#17641#60166
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#64936#71293
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#38456#44556
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#49607#51568
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#10067#20745
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#15064#30019
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9441#11951
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14865#15414
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#33561#44197
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#46985#48690
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#20636#25321
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#30371#33454
National Institute of Technology Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#22169#38517
National Institute of Technology Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#41985#46547
National Institute of Technology Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14180#17714
National Institute of Technology Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#22740#24153
National Institute of Technology Raipur#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19019#31499
National Institute of Technology Raipur#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#27631#44324
National Institute of Technology Raipur#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#11059#13550
National Institute of Technology Raipur#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#18555#21653
National Institute of Technology Raipur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#27029#50601
National Institute of Technology Raipur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#44881#57665
National Institute of Technology Raipur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#29833#35286
National Institute of Technology Raipur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#40009#43988
National Institute of Technology Raipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#56109#73873
National Institute of Technology Raipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#54832#79799
National Institute of Technology Raipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#43108#47906
National Institute of Technology Raipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#54854#56237
National Institute of Technology Raipur#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#62706#81016
National Institute of Technology Raipur#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#84329#96183
National Institute of Technology Raipur#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#44378#50204
National Institute of Technology Raipur#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#48547#59790
