Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
National Institute of Technology Durgapur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35964#38968
National Institute of Technology Durgapur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#40319#46723
National Institute of Technology Durgapur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#45678#53092
National Institute of Technology Durgapur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#40669#44286
National Institute of Technology Durgapur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#46396#52864
National Institute of Technology Goa#Civil Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Gender-Neutral#70297#88802
National Institute of Technology Goa#Civil Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Female-only (including Supernumerary)#71029#71029
National Institute of Technology Goa#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#62197#62197
National Institute of Technology Goa#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#41951#44336
National Institute of Technology Goa#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#45699#46988
National Institute of Technology Goa#Computer Science and Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Gender-Neutral#14861#18387
National Institute of Technology Goa#Computer Science and Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Female-only (including Supernumerary)#21386#21386
National Institute of Technology Goa#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#17250#17250
National Institute of Technology Goa#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8584#10689
National Institute of Technology Goa#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#15118#17146
National Institute of Technology Goa#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Gender-Neutral#40641#49436
National Institute of Technology Goa#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Female-only (including Supernumerary)#46339#46339
National Institute of Technology Goa#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#45472#45472
National Institute of Technology Goa#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#125498#125498
National Institute of Technology Goa#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#18653#20904
National Institute of Technology Goa#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#24446#24446
National Institute of Technology Goa#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Gender-Neutral#26470#37046
National Institute of Technology Goa#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Female-only (including Supernumerary)#25176#25176
National Institute of Technology Goa#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#24483#24483
National Institute of Technology Goa#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#68268#68268
National Institute of Technology Goa#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14766#17582
National Institute of Technology Goa#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#21693#21693
National Institute of Technology Goa#Mechanical Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Gender-Neutral#47647#59063
National Institute of Technology Goa#Mechanical Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Female-only (including Supernumerary)#78057#78057
National Institute of Technology Goa#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#46258#51933
National Institute of Technology Goa#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#26627#32993
National Institute of Technology Goa#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#37002#39927
National Institute of Technology Hamirpur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#1680#8952
National Institute of Technology Hamirpur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#2689#4868
National Institute of Technology Hamirpur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#905#973
National Institute of Technology Hamirpur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#537#863
National Institute of Technology Hamirpur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#79197#94176
National Institute of Technology Hamirpur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#80333#89754
National Institute of Technology Hamirpur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#34294#39225
National Institute of Technology Hamirpur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35327#42321
National Institute of Technology Hamirpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#52020#85369
National Institute of Technology Hamirpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#98643#115256
National Institute of Technology Hamirpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#32678#43759
National Institute of Technology Hamirpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#50797#52534
National Institute of Technology Hamirpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#11293#21630
National Institute of Technology Hamirpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#22031#32375
National Institute of Technology Hamirpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9408#11606
National Institute of Technology Hamirpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#10920#18502
National Institute of Technology Hamirpur#Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Gender-Neutral#21829#25679
National Institute of Technology Hamirpur#Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Female-only (including Supernumerary)#35556#35556
National Institute of Technology Hamirpur#Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Gender-Neutral#10683#13134
National Institute of Technology Hamirpur#Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Female-only (including Supernumerary)#18894#18894
National Institute of Technology Hamirpur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#42128#62460
National Institute of Technology Hamirpur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#63462#86404
National Institute of Technology Hamirpur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#17285#24955
National Institute of Technology Hamirpur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#28767#31791
National Institute of Technology Hamirpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#24863#42992
National Institute of Technology Hamirpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#40825#49298
National Institute of Technology Hamirpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14697#17576
National Institute of Technology Hamirpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#23580#25305
National Institute of Technology Hamirpur#Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Gender-Neutral#43129#45470
National Institute of Technology Hamirpur#Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Female-only (including Supernumerary)#50033#50033
National Institute of Technology Hamirpur#Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Gender-Neutral#16588#19830
National Institute of Technology Hamirpur#Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Female-only (including Supernumerary)#26724#26724
National Institute of Technology Hamirpur#Engineering Physics (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#85414#93868
National Institute of Technology Hamirpur#Engineering Physics (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#87674#93565
National Institute of Technology Hamirpur#Engineering Physics (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#17132#33687
National Institute of Technology Hamirpur#Engineering Physics (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#38533#39018
National Institute of Technology Hamirpur#Materials Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#86088#99509
National Institute of Technology Hamirpur#Materials Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#113144#116693
National Institute of Technology Hamirpur#Materials Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#35751#43743
National Institute of Technology Hamirpur#Materials Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#48018#48018
National Institute of Technology Hamirpur#Mathematics and Computing (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#21741#34860
National Institute of Technology Hamirpur#Mathematics and Computing (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#47135#47179
National Institute of Technology Hamirpur#Mathematics and Computing (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10231#13911
National Institute of Technology Hamirpur#Mathematics and Computing (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#21091#21187
National Institute of Technology Hamirpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#59442#74589
National Institute of Technology Hamirpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#89650#111603
National Institute of Technology Hamirpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25362#33245
National Institute of Technology Hamirpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35647#42763
National Institute of Technology Karnataka, Surathkal#Artificial Intelligence (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#3446#5579
National Institute of Technology Karnataka, Surathkal#Artificial Intelligence (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#5265#5492
National Institute of Technology Karnataka, Surathkal#Artificial Intelligence (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#2318#2766
National Institute of Technology Karnataka, Surathkal#Artificial Intelligence (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#4161#4161
National Institute of Technology Karnataka, Surathkal#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#10656#21027
National Institute of Technology Karnataka, Surathkal#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#15473#19919
National Institute of Technology Karnataka, Surathkal#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14070#14985
National Institute of Technology Karnataka, Surathkal#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#19754#20153
National Institute of Technology Karnataka, Surathkal#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#16360#32360
National Institute of Technology Karnataka, Surathkal#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#29643#48096
National Institute of Technology Karnataka, Surathkal#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#5423#21712
National Institute of Technology Karnataka, Surathkal#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#24455#32757
National Institute of Technology Karnataka, Surathkal#Computational and Data Science (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#5697#6155
National Institute of Technology Karnataka, Surathkal#Computational and Data Science (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#6468#6468
National Institute of Technology Karnataka, Surathkal#Computational and Data Science (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#1509#3334
National Institute of Technology Karnataka, Surathkal#Computational and Data Science (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#5501#5501
National Institute of Technology Karnataka, Surathkal#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#1865#3347
National Institute of Technology Karnataka, Surathkal#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#3032#4267
National Institute of Technology Karnataka, Surathkal#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#966#1728
National Institute of Technology Karnataka, Surathkal#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#2710#3285
National Institute of Technology Karnataka, Surathkal#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#7116#9501
National Institute of Technology Karnataka, Surathkal#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#7954#11408
National Institute of Technology Karnataka, Surathkal#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#5519#7665
National Institute of Technology Karnataka, Surathkal#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#9780#11126
National Institute of Technology Karnataka, Surathkal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#4731#7006
National Institute of Technology Karnataka, Surathkal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#5839#7007
National Institute of Technology Karnataka, Surathkal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#2306#4877
National Institute of Technology Karnataka, Surathkal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#5788#7336
National Institute of Technology Karnataka, Surathkal#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#3406#5491
National Institute of Technology Karnataka, Surathkal#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#4420#4969
National Institute of Technology Karnataka, Surathkal#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#1854#2973
National Institute of Technology Karnataka, Surathkal#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#4561#4689
National Institute of Technology Karnataka, Surathkal#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#9678#15498
National Institute of Technology Karnataka, Surathkal#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#17247#27130
National Institute of Technology Karnataka, Surathkal#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#7716#12610
National Institute of Technology Karnataka, Surathkal#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#11351#19954
National Institute of Technology Karnataka, Surathkal#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#24676#30849
National Institute of Technology Karnataka, Surathkal#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#27910#41021
National Institute of Technology Karnataka, Surathkal#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#15214#22196
National Institute of Technology Karnataka, Surathkal#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#32869#34865
National Institute of Technology Karnataka, Surathkal#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#33297#41494
National Institute of Technology Karnataka, Surathkal#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#44731#49339
National Institute of Technology Karnataka, Surathkal#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#21166#28722
National Institute of Technology Karnataka, Surathkal#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#36095#39269
National Institute of Technology Meghalaya#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#142261#142261
National Institute of Technology Meghalaya#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#257202#257202
National Institute of Technology Meghalaya#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#46036#51614
National Institute of Technology Meghalaya#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#60500#61256
National Institute of Technology Meghalaya#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#48012#48012
National Institute of Technology Meghalaya#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#88563#88563
National Institute of Technology Meghalaya#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#15911#18905
National Institute of Technology Meghalaya#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#26699#26699
National Institute of Technology Meghalaya#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#138346#138346
National Institute of Technology Meghalaya#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#237583#237583
National Institute of Technology Meghalaya#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#31901#37496
National Institute of Technology Meghalaya#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#40513#40513
National Institute of Technology Meghalaya#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#121773#136987
National Institute of Technology Meghalaya#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#220988#220988
National Institute of Technology Meghalaya#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#24586#26049
National Institute of Technology Meghalaya#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34494#34494
National Institute of Technology Meghalaya#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#121811#121811
National Institute of Technology Meghalaya#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#156857#156857
National Institute of Technology Meghalaya#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#38138#41310
National Institute of Technology Meghalaya#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#50324#50324
National Institute of Technology Nagaland#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#52288#54332
National Institute of Technology Nagaland#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#60917#61514
National Institute of Technology Nagaland#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#22219#28662
National Institute of Technology Nagaland#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#19726#19726
National Institute of Technology Nagaland#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#39755#42578
National Institute of Technology Nagaland#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#49030#49965
National Institute of Technology Nagaland#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#31039#36464
National Institute of Technology Nagaland#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#46704#47841
National Institute of Technology Nagaland#Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#42551#46830
National Institute of Technology Nagaland#Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#48567#54113
National Institute of Technology Nagaland#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#50330#51385
National Institute of Technology Nagaland#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#53096#59938
National Institute of Technology Patna#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#1845#3801
National Institute of Technology Patna#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#1563#2078
National Institute of Technology Patna#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#949#1036
National Institute of Technology Patna#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#929#932
National Institute of Technology Patna#Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Gender-Neutral#45921#45921
National Institute of Technology Patna#Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Female-only (including Supernumerary)#49967#49967
National Institute of Technology Patna#Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Gender-Neutral#38406#38406
National Institute of Technology Patna#Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Female-only (including Supernumerary)#54357#54357
National Institute of Technology Patna#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#34754#46062
National Institute of Technology Patna#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#40252#57954
National Institute of Technology Patna#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#29614#44562
National Institute of Technology Patna#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#43890#52502
National Institute of Technology Patna#Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Gender-Neutral#48809#48809
National Institute of Technology Patna#Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Female-only (including Supernumerary)#61391#61391
National Institute of Technology Patna#Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Gender-Neutral#44169#45065
National Institute of Technology Patna#Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Female-only (including Supernumerary)#53398#53398
National Institute of Technology Patna#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#10277#16297
National Institute of Technology Patna#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#21394#25079
National Institute of Technology Patna#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8125#13418
National Institute of Technology Patna#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16377#21233
National Institute of Technology Patna#Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Gender-Neutral#20652#20772
National Institute of Technology Patna#Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Female-only (including Supernumerary)#32856#32856
National Institute of Technology Patna#Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Gender-Neutral#15128#15650
National Institute of Technology Patna#Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Female-only (including Supernumerary)#23716#23716
National Institute of Technology Patna#Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Gender-Neutral#18615#19256
National Institute of Technology Patna#Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Female-only (including Supernumerary)#30679#30679
National Institute of Technology Patna#Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Gender-Neutral#11823#14115
National Institute of Technology Patna#Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Female-only (including Supernumerary)#23821#23821
National Institute of Technology Patna#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#24889#29331
National Institute of Technology Patna#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#38037#40365
National Institute of Technology Patna#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#16359#24705
National Institute of Technology Patna#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#30138#35384
National Institute of Technology Patna#Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Gender-Neutral#32624#36138
National Institute of Technology Patna#Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Female-only (including Supernumerary)#46856#46856
National Institute of Technology Patna#Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Gender-Neutral#25439#26959
National Institute of Technology Patna#Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Female-only (including Supernumerary)#36118#36118
National Institute of Technology Patna#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#9542#21834
National Institute of Technology Patna#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#29953#36637
National Institute of Technology Patna#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10431#18665
National Institute of Technology Patna#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#22776#28501
National Institute of Technology Patna#Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Gender-Neutral#23441#24890
National Institute of Technology Patna#Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Female-only (including Supernumerary)#40029#40029
National Institute of Technology Patna#Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Gender-Neutral#15733#20048
